step,t_sec,x,y,yaw,ref_x,ref_y,ref_yaw,pos_err,yaw_err,v_cmd,w_cmd,delta_v,delta_w,lin_accel,ang_accel
134,13.4,-0.424473,-0.757951,2.042035,-0.424473,-0.757951,2.042035,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
135,13.5,-0.442632,-0.72231,1.963495,-0.442632,-0.72231,1.963495,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
136,13.6,-0.45794,-0.685355,1.884956,-0.45794,-0.685355,1.884956,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
137,13.7,-0.4703,-0.647313,1.806416,-0.4703,-0.647313,1.806416,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
138,13.8,-0.479638,-0.608418,1.727876,-0.479638,-0.608418,1.727876,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
139,13.9,-0.485896,-0.568911,1.649336,-0.485896,-0.568911,1.649336,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
140,14.0,-0.489034,-0.529034,1.570796,-0.489034,-0.529034,1.570796,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
141,14.1,-0.489034,-0.489034,1.492257,-0.489034,-0.489034,1.492257,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
142,14.2,-0.485896,-0.449157,1.413717,-0.485896,-0.449157,1.413717,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
143,14.3,-0.479638,-0.40965,1.335177,-0.479638,-0.40965,1.335177,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
144,14.4,-0.4703,-0.370755,1.256637,-0.4703,-0.370755,1.256637,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
145,14.5,-0.45794,-0.332713,1.178097,-0.45794,-0.332713,1.178097,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
146,14.6,-0.442632,-0.295758,1.099557,-0.442632,-0.295758,1.099557,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
147,14.7,-0.424473,-0.260117,1.021018,-0.424473,-0.260117,1.021018,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
148,14.8,-0.403573,-0.226012,0.942478,-0.403573,-0.226012,0.942478,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
149,14.9,-0.380061,-0.193651,0.863938,-0.380061,-0.193651,0.863938,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
150,15.0,-0.354084,-0.163235,0.785398,-0.354084,-0.163235,0.785398,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
151,15.1,-0.325799,-0.13495,0.706858,-0.325799,-0.13495,0.706858,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
152,15.2,-0.295383,-0.108973,0.628319,-0.295383,-0.108973,0.628319,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
153,15.3,-0.263022,-0.085461,0.549779,-0.263022,-0.085461,0.549779,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
154,15.4,-0.228917,-0.064561,0.471239,-0.228917,-0.064561,0.471239,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
155,15.5,-0.193276,-0.046402,0.392699,-0.193276,-0.046402,0.392699,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
156,15.6,-0.156321,-0.031094,0.314159,-0.156321,-0.031094,0.314159,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
157,15.7,-0.118279,-0.018734,0.235619,-0.118279,-0.018734,0.235619,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
158,15.8,-0.079384,-0.009396,0.15708,-0.079384,-0.009396,0.15708,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
159,15.9,-0.039877,-0.003138,0.07854,-0.039877,-0.003138,0.07854,0.0,0.0,0.4,-0.785398,0.0,0.0,0.0,0.0
